"","ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR"
"2358","jogging",0.175,0.105,0.21,0.18,0.115,0.095,0.075,0.005,0.01,0.03,0.2,0.065,0.105,0.06,0.08,0.09,0.045,0.045,0.055,0.255,0.295,0.25,0.195,0.09,0.045,0.03,0.015,0.015,0.015,0.05,2.32121,7.49332,0.522059,34.2857,59.375,30.1587,5.31476,8.18372,4.85396,0.506085,0.656469,0.493193,0.711397,0.810228,0.702277
"2359","jogging",0.165,0.095,0.245,0.15,0.14,0.12,0.04,0.01,0.01,0.025,0.2,0.09,0.075,0.045,0.095,0.07,0.085,0.045,0.045,0.25,0.29,0.22,0.175,0.13,0.08,0.02,0.02,0.01,0.02,0.035,2.34641,7.44677,0.697449,34.2105,66.4286,31.129,5.08952,8.14206,4.71062,0.489028,0.654517,0.465567,0.699306,0.809022,0.682325
"2360","jogging",0.16,0.075,0.22,0.215,0.095,0.125,0.045,0.02,0.005,0.04,0.205,0.085,0.065,0.06,0.085,0.06,0.07,0.065,0.04,0.265,0.35,0.2,0.185,0.125,0.045,0.03,0.025,0.005,0.01,0.025,2.67343,7.63071,-0.104199,32.6316,62.8571,29.5455,5.18692,8.37436,4.53195,0.514681,0.669743,0.446495,0.717413,0.818378,0.668203
"2361","jogging",0.17,0.095,0.235,0.19,0.1,0.1,0.035,0.015,0.02,0.04,0.2,0.1,0.06,0.07,0.075,0.105,0.04,0.06,0.05,0.24,0.315,0.18,0.225,0.135,0.045,0.035,0.04,0,0.005,0.02,2.48168,7.17748,0.235521,33.2759,66.8966,28.806,5.35945,8.21893,4.32913,0.521801,0.663091,0.410675,0.722358,0.814304,0.640839
"2362","jogging",0.165,0.105,0.195,0.185,0.105,0.095,0.1,0.005,0.005,0.04,0.2,0.08,0.075,0.055,0.065,0.11,0.065,0.045,0.06,0.245,0.335,0.2,0.165,0.125,0.055,0.05,0.015,0.01,0.015,0.03,2.67572,7.32029,0.305081,34.8214,74.2308,29.8462,5.52778,8.32504,4.80394,0.527932,0.675411,0.455577,0.726589,0.821834,0.674964
"2363","jogging",0.18,0.085,0.25,0.105,0.125,0.11,0.07,0.025,0.01,0.04,0.205,0.08,0.06,0.075,0.065,0.13,0.035,0.03,0.045,0.275,0.345,0.185,0.21,0.1,0.03,0.04,0.035,0.035,0.005,0.015,2.61499,7.5026,0.0971178,35.3704,60.9677,28.9706,5.7396,8.20304,4.72035,0.539264,0.666685,0.444107,0.734346,0.816508,0.666413
"2364","jogging",0.17,0.13,0.205,0.145,0.11,0.115,0.06,0.005,0.005,0.055,0.205,0.07,0.09,0.055,0.08,0.115,0.03,0.045,0.07,0.24,0.33,0.195,0.17,0.145,0.045,0.03,0.035,0.02,0,0.03,2.74153,7.44556,0.322735,33.3333,59.0625,29.697,5.51205,8.13005,4.69441,0.524456,0.659695,0.448758,0.724193,0.812216,0.669894
"2365","jogging",0.12,0.45,0.35,0.065,0.015,0,0,0,0,0,0.005,0,0.01,0.115,0.07,0.385,0.165,0.145,0.08,0.025,0.1,0.535,0.28,0.055,0.025,0.005,0,0,0,0,-0.239419,9.92895,-0.237607,31.6949,42.2222,39.1837,1.52446,2.90557,1.51897,0.144592,0.272874,0.155815,0.380253,0.522373,0.394735
"2366","jogging",0.26,0.305,0.31,0.11,0.015,0,0,0,0,0,0.035,0.05,0.095,0.155,0.12,0.105,0.12,0.115,0.1,0.105,0.09,0.25,0.5,0.14,0.02,0,0,0,0,0,-1.13179,8.71627,0.512186,34.4643,45.6098,31.8333,2.84818,5.47882,1.76158,0.283546,0.45355,0.172394,0.532491,0.673461,0.415204
"2367","jogging",0.42,0.245,0.28,0.055,0,0,0,0,0,0,0.035,0.075,0.055,0.17,0.125,0.11,0.085,0.09,0.11,0.145,0.2,0.21,0.38,0.14,0.05,0.005,0.01,0.005,0,0,-2.19381,8.84238,0.00445068,35.2727,44.7619,34.7273,3.1066,5.83548,2.73626,0.274419,0.481083,0.27418,0.523851,0.693602,0.523622
"2368","jogging",0.395,0.255,0.29,0.06,0,0,0,0,0,0,0.075,0.035,0.07,0.145,0.1,0.125,0.075,0.12,0.12,0.135,0.26,0.295,0.29,0.12,0.03,0,0,0,0.005,0,-2.09401,8.87702,-0.680345,33.6207,45.3488,31.9672,3.08384,5.95199,2.72274,0.291081,0.507827,0.261931,0.539519,0.712619,0.511792
"2369","jogging",0.4,0.22,0.23,0.145,0.005,0,0,0,0,0,0.08,0.03,0.06,0.15,0.125,0.115,0.095,0.11,0.125,0.11,0.21,0.305,0.325,0.105,0.045,0.01,0,0,0,0,-1.92468,8.67561,-0.336579,35.0909,44.0909,34.386,3.4104,5.89591,2.58932,0.315368,0.498151,0.254941,0.561577,0.705798,0.504917
"2370","jogging",0.36,0.235,0.255,0.12,0.015,0,0.015,0,0,0,0.08,0.04,0.07,0.145,0.115,0.07,0.1,0.105,0.09,0.185,0.245,0.26,0.335,0.12,0.04,0,0,0,0,0,-1.39194,9.0911,-0.481221,33.9286,47.3171,35.3704,3.28607,6.35834,2.63043,0.301759,0.523917,0.237882,0.549326,0.723821,0.487731
"2371","jogging",0.37,0.175,0.32,0.125,0.01,0,0,0,0,0,0.085,0.04,0.05,0.15,0.125,0.08,0.08,0.13,0.1,0.16,0.265,0.27,0.27,0.145,0.045,0,0.005,0,0,0,-1.29948,8.97795,-0.653213,33.1579,47.6923,34.5455,3.15584,6.2852,2.84797,0.279265,0.522616,0.270801,0.528455,0.722922,0.520385
"2372","jogging",0.29,0.215,0.265,0.185,0.035,0.01,0,0,0,0,0.075,0.055,0.03,0.18,0.115,0.1,0.1,0.095,0.085,0.165,0.235,0.275,0.3,0.11,0.035,0.015,0.02,0,0.005,0.005,-0.821308,8.74016,-0.267044,33.1034,46.1905,35.7407,3.4931,6.15298,3.13641,0.327591,0.514361,0.317146,0.572356,0.717189,0.563157
"2373","jogging",0.3,0.24,0.17,0.21,0.06,0.015,0.005,0,0,0,0.095,0.035,0.05,0.165,0.12,0.105,0.115,0.09,0.09,0.135,0.225,0.23,0.285,0.18,0.045,0.015,0.01,0.01,0,0,-0.414562,8.45761,0.249296,32.8333,43.8636,32.7119,3.3745,5.95018,3.00987,0.293594,0.500889,0.279899,0.541843,0.707735,0.529055
"2374","jogging",0.36,0.15,0.155,0.18,0.12,0.015,0.01,0.005,0,0.005,0.125,0.03,0.065,0.14,0.115,0.14,0.07,0.07,0.105,0.14,0.28,0.19,0.33,0.13,0.05,0.01,0.005,0,0.005,0,-0.610606,7.95213,-0.665382,34.1071,43.7209,32.931,4.57693,6.45541,3.45419,0.398046,0.556582,0.342299,0.630909,0.746044,0.585063
"2375","jogging",0.32,0.14,0.21,0.19,0.09,0.04,0.005,0.005,0,0,0.115,0.05,0.06,0.105,0.11,0.11,0.09,0.095,0.1,0.165,0.365,0.18,0.235,0.14,0.05,0.025,0.005,0,0,0,0.120141,8.52391,-1.45399,33.6842,46.1905,31.6393,3.83573,6.62727,4.20835,0.334457,0.555829,0.382847,0.578323,0.74554,0.618747
"2376","jogging",0.26,0.26,0.185,0.225,0.045,0.02,0.005,0,0,0,0.08,0.04,0.08,0.12,0.14,0.085,0.09,0.1,0.08,0.185,0.2,0.225,0.315,0.145,0.065,0.035,0.01,0,0,0.005,-0.482624,8.7964,0.530219,32.7119,45.2381,32.3729,3.48413,6.34436,3.07054,0.328537,0.536132,0.291496,0.573182,0.73221,0.539904
"2377","jogging",0.28,0.215,0.2,0.2,0.09,0.015,0,0,0,0,0.085,0.02,0.075,0.135,0.095,0.11,0.1,0.11,0.135,0.135,0.225,0.235,0.28,0.15,0.07,0.025,0.01,0.005,0,0,-0.343565,9.19245,0.113074,32.6667,48.75,35.0909,3.58852,6.04411,3.17879,0.323735,0.504251,0.297895,0.568977,0.710106,0.545797
"2378","jogging",0.265,0.2,0.23,0.22,0.08,0.005,0,0,0,0,0.08,0.035,0.07,0.12,0.115,0.11,0.13,0.09,0.11,0.14,0.21,0.25,0.31,0.16,0.03,0.03,0.005,0,0,0.005,-0.190695,8.97795,0.0305664,33.2759,48.7179,36.5385,3.3561,5.96722,3.07285,0.311213,0.508891,0.29896,0.557865,0.713366,0.546772
"2379","jogging",0.3,0.16,0.24,0.215,0.06,0.025,0,0,0,0,0.075,0.035,0.085,0.14,0.12,0.07,0.125,0.1,0.11,0.14,0.26,0.16,0.325,0.185,0.04,0.005,0.005,0.01,0.01,0,-0.306847,8.77218,-0.161709,32.7119,46.8293,34.8214,3.69429,6.16371,3.4945,0.329559,0.519939,0.341761,0.574072,0.721068,0.584603
"2380","jogging",0.275,0.205,0.235,0.205,0.06,0.01,0.01,0,0,0,0.085,0.05,0.07,0.11,0.13,0.075,0.105,0.115,0.09,0.17,0.18,0.24,0.35,0.15,0.05,0.015,0.005,0.01,0,0,-0.309029,8.95046,0.317003,34.9091,51.3889,34.1071,3.45776,6.25139,2.72627,0.316761,0.513225,0.27052,0.562815,0.716397,0.520115
"2381","jogging",0.225,0.23,0.26,0.2,0.065,0.01,0.01,0,0,0,0.06,0.035,0.065,0.175,0.135,0.12,0.1,0.08,0.105,0.125,0.285,0.19,0.32,0.14,0.045,0.015,0.005,0,0,0,0.0233192,8.63994,-0.394372,33.9286,51.0526,34.6429,3.26059,5.68486,3.06813,0.305868,0.475676,0.274563,0.553053,0.689693,0.523988
"2382","jogging",0.265,0.2,0.22,0.24,0.055,0.02,0,0,0,0,0.065,0.065,0.065,0.12,0.13,0.13,0.085,0.125,0.105,0.11,0.275,0.25,0.295,0.14,0.01,0.025,0,0.005,0,0,-0.0208728,8.50646,-0.710965,32.5,48.0488,32.8814,3.34264,5.87753,3.18681,0.306544,0.494716,0.30186,0.553664,0.703361,0.549417
"2383","jogging",0.14,0.37,0.33,0.115,0.03,0.015,0,0,0,0,0.02,0.09,0.065,0.12,0.105,0.205,0.14,0.065,0.04,0.15,0.165,0.32,0.25,0.13,0.06,0.03,0.02,0.015,0.005,0.005,0.0456844,8.81782,0.899415,36.2963,47.561,33.5088,2.0921,5.12291,3.11022,0.196128,0.44986,0.310966,0.442864,0.670716,0.557643
"2384","jogging",0.24,0.24,0.285,0.18,0.05,0.005,0,0,0,0,0.045,0.165,0.16,0.11,0.055,0.045,0.075,0.045,0.035,0.265,0.195,0.255,0.315,0.125,0.04,0.015,0.005,0.025,0.01,0.015,-0.250981,8.1598,0.549595,34.6429,77.8261,29.8462,2.89754,7.50418,3.51511,0.266131,0.584949,0.390211,0.515879,0.76482,0.624669
"2385","jogging",0.255,0.285,0.245,0.13,0.075,0.005,0.005,0,0,0,0.075,0.1,0.2,0.06,0.065,0.075,0.09,0.045,0.025,0.265,0.215,0.305,0.23,0.115,0.06,0.025,0.005,0.02,0.005,0.02,-0.376826,8.30459,0.58315,34.6429,94.7368,29.403,3.0189,7.39284,3.51636,0.279758,0.585045,0.361507,0.528922,0.764882,0.601254
"2386","jogging",0.28,0.235,0.26,0.185,0.035,0.005,0,0,0,0,0.065,0.14,0.145,0.07,0.09,0.065,0.06,0.07,0.015,0.28,0.175,0.305,0.295,0.105,0.045,0.03,0.025,0.01,0.005,0.005,-0.786088,8.43357,0.545549,34.5614,91.5,32.3333,3.28593,7.50951,3.18653,0.311677,0.592853,0.330957,0.55828,0.76997,0.575288
"2387","jogging",0.29,0.185,0.275,0.165,0.07,0.015,0,0,0,0,0.075,0.11,0.185,0.085,0.065,0.045,0.1,0.045,0.04,0.25,0.205,0.27,0.255,0.11,0.095,0.035,0.015,0.005,0.01,0,-0.0647482,8.19369,0.667872,29.5238,78.8,31.8333,3.09184,7.48359,3.25611,0.270553,0.586651,0.31058,0.520147,0.765931,0.557297
"2388","jogging",0.265,0.2,0.255,0.185,0.095,0,0,0,0,0,0.06,0.12,0.205,0.105,0.04,0.035,0.1,0.03,0.025,0.28,0.215,0.25,0.245,0.145,0.055,0.045,0.025,0.015,0.005,0,-0.0802237,8.14321,0.557313,34.9091,83.1818,33.3333,3.30043,7.66287,3.59339,0.301546,0.595891,0.355036,0.549132,0.77194,0.595849
"2389","jogging",0.27,0.18,0.31,0.165,0.06,0.015,0,0,0,0,0.075,0.095,0.19,0.105,0.065,0.07,0.07,0.02,0.07,0.24,0.19,0.325,0.19,0.12,0.09,0.06,0.015,0.005,0.005,0,-0.266681,8.13709,0.483769,32.1311,86.6667,31.9672,3.21248,7.34674,3.51823,0.299118,0.581004,0.347394,0.546917,0.762236,0.589402
"2390","jogging",0.285,0.175,0.33,0.135,0.065,0.01,0,0,0,0,0.095,0.075,0.21,0.085,0.075,0.035,0.075,0.05,0.03,0.27,0.22,0.29,0.225,0.105,0.065,0.06,0.02,0.015,0,0,-0.373636,8.11686,0.477637,32.6667,84.0909,34.0351,3.19614,7.72543,3.41601,0.289748,0.602786,0.32133,0.538282,0.776393,0.56686
"2391","jogging",0.24,0.215,0.255,0.2,0.07,0.015,0.005,0,0,0,0.115,0.1,0.205,0.09,0.035,0.055,0.05,0.05,0.04,0.26,0.18,0.255,0.265,0.16,0.08,0.025,0.025,0,0.005,0.005,-0.051203,7.56792,0.430546,36.8627,118.75,35.5556,3.32232,7.90947,3.61734,0.314346,0.615792,0.370735,0.560666,0.784724,0.60888
"2392","jogging",0.31,0.19,0.22,0.13,0.09,0.05,0.01,0,0,0,0.13,0.13,0.135,0.095,0.055,0.055,0.05,0.05,0.015,0.285,0.225,0.255,0.21,0.165,0.055,0.04,0.01,0.025,0.005,0.01,-0.274774,7.54752,0.612565,36.2963,140,34.1071,3.92483,8.22866,3.90432,0.36453,0.651683,0.383585,0.603763,0.807269,0.619343
"2393","jogging",0.275,0.21,0.26,0.155,0.07,0.025,0.005,0,0,0,0.1,0.155,0.18,0.05,0.055,0.03,0.09,0.04,0.055,0.245,0.19,0.315,0.21,0.135,0.105,0.015,0.01,0.005,0.005,0.01,-0.0917727,7.40316,0.685173,32.5862,81.9048,35,3.26239,8.20155,3.40953,0.289895,0.641449,0.338811,0.538419,0.800905,0.582075
"2394","jogging",0.25,0.235,0.25,0.16,0.08,0.02,0.005,0,0,0,0.115,0.125,0.195,0.085,0.04,0.045,0.04,0.055,0.045,0.255,0.2,0.24,0.26,0.12,0.075,0.045,0.025,0.015,0.005,0.015,-0.0899232,7.3365,0.912688,34.5614,104.118,37.3077,3.35791,8.15257,3.98936,0.306688,0.637406,0.403856,0.553795,0.798377,0.635497
"2395","jogging",0.265,0.185,0.235,0.225,0.075,0.015,0,0,0,0,0.115,0.135,0.14,0.1,0.045,0.05,0.045,0.07,0.025,0.275,0.155,0.32,0.28,0.125,0.065,0.04,0.005,0,0.005,0.005,-0.0816093,7.69087,0.520344,35.6604,110,38.8,3.39637,8.1896,3.02631,0.315298,0.637555,0.316695,0.561514,0.79847,0.562756
"2396","jogging",0.21,0.28,0.23,0.145,0.105,0.02,0.005,0.005,0,0,0.13,0.14,0.125,0.07,0.065,0.055,0.095,0.045,0.05,0.225,0.145,0.32,0.21,0.185,0.08,0.04,0,0.005,0,0.015,0.171784,7.45149,0.940532,39.7959,115,32.0339,3.24328,7.70254,3.31562,0.304514,0.609351,0.343369,0.551828,0.780609,0.585977
"2397","jogging",0.215,0.225,0.255,0.205,0.07,0.025,0.005,0,0,0,0.115,0.16,0.12,0.095,0.04,0.05,0.055,0.08,0.035,0.25,0.21,0.295,0.235,0.125,0.065,0.045,0.02,0.005,0,0,0.132345,7.53114,0.464089,35.5556,125.333,31.8333,3.34216,8.00102,3.12377,0.32451,0.626025,0.302133,0.569658,0.791217,0.549666
"2398","jogging",0.245,0.235,0.29,0.14,0.075,0.015,0,0,0,0,0.14,0.105,0.175,0.055,0.05,0.045,0.1,0.05,0.045,0.235,0.21,0.325,0.3,0.06,0.065,0.025,0.01,0.005,0,0,-0.328009,7.44487,-0.0783922,34.9091,93.8095,32.931,3.18433,7.89174,2.81744,0.303171,0.619034,0.296825,0.550609,0.786787,0.544816
"2399","jogging",0.26,0.24,0.265,0.155,0.075,0.005,0,0,0,0,0.105,0.14,0.17,0.065,0.055,0.05,0.065,0.05,0.055,0.245,0.215,0.315,0.215,0.135,0.075,0.03,0.005,0,0.005,0.005,-0.328263,7.60155,0.234772,36.2264,131.429,31.9672,2.98152,7.90911,3.23626,0.275477,0.620694,0.320744,0.524859,0.787842,0.566342
"2400","jogging",0.26,0.21,0.295,0.15,0.065,0.015,0.005,0,0,0,0.135,0.135,0.15,0.07,0.055,0.03,0.085,0.03,0.075,0.235,0.23,0.28,0.24,0.085,0.04,0.085,0.025,0.005,0.01,0,-0.688306,7.3197,0.474746,34.2593,102,32.931,3.65374,8.17844,3.71742,0.370428,0.634399,0.362582,0.608628,0.796491,0.602148
"2401","jogging",0.26,0.22,0.18,0.19,0.115,0.025,0.005,0,0.005,0,0.145,0.145,0.12,0.095,0.04,0.055,0.07,0.05,0.035,0.245,0.185,0.305,0.22,0.145,0.06,0.035,0.01,0.01,0.01,0.02,-0.0915662,7.30847,0.699358,34,115.385,33.2203,3.88532,7.94332,3.72035,0.38354,0.622744,0.392489,0.619306,0.789141,0.62649
"2402","jogging",0.235,0.21,0.28,0.185,0.085,0.005,0,0,0,0,0.11,0.125,0.145,0.11,0.04,0.06,0.07,0.04,0.045,0.255,0.2,0.255,0.26,0.14,0.06,0.04,0.01,0.015,0.01,0.01,-0.0916949,7.71009,0.767449,32.3729,118.571,32.3333,3.21562,7.84696,3.62095,0.302654,0.616851,0.376613,0.55014,0.785399,0.613688
"2403","jogging",0.285,0.245,0.245,0.145,0.075,0.005,0,0,0,0,0.135,0.105,0.185,0.07,0.055,0.06,0.025,0.045,0.04,0.28,0.205,0.26,0.265,0.14,0.105,0.015,0.005,0,0.005,0,-1.01448,7.57354,0.264727,36.7925,123.125,32.4138,3.54854,8.14719,3.10593,0.351385,0.638585,0.302528,0.592777,0.799115,0.550026
"2404","jogging",0.265,0.215,0.28,0.165,0.075,0,0,0,0,0,0.115,0.12,0.19,0.07,0.045,0.055,0.04,0.06,0.075,0.23,0.185,0.285,0.26,0.14,0.095,0.015,0.015,0,0,0.005,-0.441874,7.60023,0.308672,32.3333,108.824,34.386,3.21293,7.91651,3.16078,0.301768,0.614068,0.328398,0.549335,0.783625,0.57306
"2405","jogging",0.26,0.245,0.21,0.225,0.06,0,0,0,0,0,0.135,0.115,0.145,0.1,0.055,0.045,0.06,0.05,0.065,0.23,0.21,0.29,0.2,0.135,0.07,0.05,0.015,0.01,0.01,0.01,-0.228634,7.42945,0.744947,31.8333,92.1053,33.2759,3.03767,7.87835,3.7638,0.279934,0.616144,0.371255,0.529088,0.784949,0.609307
"2406","jogging",0.97,0.005,0.02,0.005,0,0,0,0,0,0,0.655,0.28,0.06,0.005,0,0,0,0,0,0,0.135,0.57,0.205,0.09,0,0,0,0,0,0,-9.42541,-3.21417,-0.582813,38.0392,36.4815,39.7959,2.64781,1.6272,1.52812,0.252834,0.146128,0.138007,0.502826,0.382267,0.371493
"2407","jogging",0.715,0.055,0.065,0.08,0.07,0.01,0.005,0,0,0,0.52,0.215,0.165,0.075,0.025,0,0,0,0,0,0.335,0.285,0.24,0.12,0.02,0,0,0,0,0,-8.23684,-2.77403,-0.955634,45.7143,45.4762,40.4167,7.22742,3.39185,2.4517,0.587545,0.287056,0.210068,0.766515,0.535776,0.458332
"2408","jogging",0.675,0.085,0.07,0.08,0.085,0.005,0,0,0,0,0.485,0.19,0.235,0.07,0.02,0,0,0,0,0,0.3,0.215,0.32,0.12,0.04,0.005,0,0,0,0,-7.66106,-2.80661,-0.41967,60.3125,49.2308,36.1111,7.24802,3.7211,2.63043,0.585926,0.321718,0.22448,0.765458,0.567202,0.473793
"2409","jogging",0.695,0.045,0.05,0.11,0.09,0.01,0,0,0,0,0.525,0.145,0.215,0.1,0.01,0.005,0,0,0,0,0.325,0.175,0.295,0.18,0.02,0.005,0,0,0,0,-7.60618,-2.80514,-0.708589,55.1429,57.2727,37.8,7.22734,3.72281,3.09831,0.593113,0.320505,0.27114,0.770138,0.566132,0.520711
"2410","jogging",0.69,0.045,0.085,0.085,0.08,0.01,0.005,0,0,0,0.49,0.21,0.195,0.09,0.015,0,0,0,0,0,0.365,0.15,0.32,0.135,0.025,0.005,0,0,0,0,-7.59156,-2.71538,-1.05734,51.3889,43.8095,41.0638,7.30024,3.41738,3.2875,0.596014,0.294016,0.278244,0.772019,0.542233,0.527489
"2411","jogging",0.67,0.08,0.07,0.095,0.065,0.015,0.005,0,0,0,0.515,0.17,0.24,0.075,0,0,0,0,0,0,0.34,0.21,0.26,0.135,0.045,0.005,0.005,0,0,0,-7.50169,-2.62214,-0.852739,55.1429,45.6098,35.1786,7.38901,3.15458,3.06846,0.592499,0.262297,0.26604,0.76974,0.51215,0.51579
"2412","jogging",0.655,0.08,0.095,0.09,0.065,0.015,0,0,0,0,0.5,0.19,0.23,0.075,0.005,0,0,0,0,0,0.365,0.21,0.205,0.17,0.05,0,0,0,0,0,-7.31584,-2.80642,-0.918279,47.0732,58.4375,38.6,7.12252,3.41747,3.19694,0.57015,0.29551,0.270004,0.755083,0.543608,0.519619
"2413","jogging",0.695,0.065,0.07,0.055,0.095,0.02,0,0,0,0,0.455,0.285,0.2,0.05,0.01,0,0,0,0,0,0.275,0.285,0.22,0.175,0.04,0.005,0,0,0,0,-8.07035,-2.68242,-0.587519,51.3158,50.7895,34.7273,7.55316,3.19164,2.84579,0.608654,0.280444,0.247631,0.780163,0.529569,0.497625
"2414","jogging",0.7,0.04,0.065,0.1,0.085,0.01,0,0,0,0,0.53,0.19,0.165,0.105,0,0.01,0,0,0,0,0.345,0.22,0.215,0.195,0.02,0.005,0,0,0,0,-7.74941,-2.86913,-0.923183,51.0526,45.75,47.3171,7.23913,3.53127,3.10775,0.587237,0.299519,0.269434,0.766314,0.547283,0.51907
"2415","jogging",0.67,0.075,0.075,0.1,0.055,0.02,0.005,0,0,0,0.52,0.225,0.155,0.07,0.025,0.005,0,0,0,0,0.33,0.175,0.295,0.17,0.01,0.02,0,0,0,0,-7.55489,-3.00136,-0.595759,51.3514,47.5,40,7.33108,3.57223,3.03724,0.590942,0.318142,0.260454,0.768727,0.56404,0.510347
"2416","jogging",0.705,0.055,0.065,0.095,0.065,0.01,0.005,0,0,0,0.515,0.18,0.21,0.09,0.005,0,0,0,0,0,0.355,0.19,0.25,0.18,0.015,0.01,0,0,0,0,-7.74236,-2.96963,-0.815919,51.0811,51.6216,39.5918,7.09437,3.60399,3.14532,0.58282,0.310076,0.265306,0.763426,0.556844,0.515079
"2417","jogging",0.705,0.055,0.065,0.1,0.07,0.005,0,0,0,0,0.475,0.23,0.2,0.09,0.005,0,0,0,0,0,0.36,0.185,0.265,0.16,0.025,0.005,0,0,0,0,-7.51523,-2.84973,-0.937359,48.75,44.7619,37.451,6.95343,3.53058,3.17305,0.568945,0.308928,0.268493,0.754284,0.555813,0.518163
"2418","jogging",0.685,0.065,0.055,0.085,0.09,0.02,0,0,0,0,0.49,0.205,0.195,0.1,0.01,0,0,0,0,0,0.335,0.185,0.27,0.14,0.06,0.01,0,0,0,0,-7.53363,-2.72504,-0.627088,48.9744,55.5882,42.8889,7.40085,3.51513,3.21951,0.5944,0.298058,0.278286,0.770973,0.545947,0.527528
"2419","jogging",0.66,0.105,0.06,0.1,0.045,0.03,0,0,0,0,0.49,0.225,0.195,0.08,0.01,0,0,0,0,0,0.34,0.16,0.3,0.17,0.025,0,0,0.005,0,0,-7.46801,-2.87907,-0.752412,59.375,45.1163,40.8511,7.22292,3.59819,3.19786,0.581067,0.312005,0.269909,0.762278,0.558574,0.519528
"2420","jogging",0.685,0.075,0.05,0.095,0.08,0.015,0,0,0,0,0.535,0.145,0.235,0.075,0.01,0,0,0,0,0,0.33,0.2,0.26,0.19,0.02,0,0,0,0,0,-7.48419,-2.92948,-0.898049,51.0811,48.75,42.2222,7.28075,3.68291,3.12324,0.588897,0.318452,0.261804,0.767397,0.564316,0.511668
"2421","jogging",0.665,0.09,0.065,0.095,0.065,0.02,0,0,0,0,0.515,0.175,0.195,0.1,0.015,0,0,0,0,0,0.375,0.175,0.26,0.155,0.035,0,0,0,0,0,-7.44951,-3.01114,-0.978628,60.3125,54.2857,41.5556,7.11299,3.73393,3.22109,0.57959,0.32139,0.269114,0.761308,0.566913,0.518762
"2422","jogging",0.685,0.05,0.09,0.095,0.05,0.02,0.01,0,0,0,0.53,0.19,0.175,0.085,0.02,0,0,0,0,0,0.355,0.2,0.255,0.16,0.025,0,0.005,0,0,0,-7.27351,-3.02841,-1.14689,50,46.5854,42.3913,7.04447,3.68146,3.44644,0.580378,0.317898,0.302535,0.761825,0.563825,0.550031
"2423","jogging",0.69,0.05,0.075,0.115,0.055,0.015,0,0,0,0,0.525,0.18,0.175,0.1,0.02,0,0,0,0,0,0.36,0.22,0.225,0.155,0.035,0.005,0,0,0,0,-7.26984,-2.78068,-1.2139,46.5854,46.5,40.6383,7.03095,3.51968,3.17762,0.579278,0.304636,0.272666,0.761103,0.551939,0.522174
"2424","jogging",0.265,0.19,0.315,0.04,0.1,0.045,0.025,0,0.015,0.005,0.025,0.095,0.135,0.14,0.08,0.215,0.17,0.085,0.04,0.015,0.345,0.275,0.18,0.115,0.075,0.01,0,0,0,0,-0.194445,6.88185,-0.855272,46.0976,47.561,35.6364,4.49775,4.51855,3.1513,0.43739,0.379687,0.278421,0.661355,0.616187,0.527656
"2425","jogging",0.405,0.285,0.225,0.04,0.015,0.015,0.005,0.005,0.005,0,0.065,0.075,0.145,0.11,0.135,0.13,0.07,0.075,0.055,0.14,0.25,0.215,0.225,0.16,0.075,0.02,0.01,0.01,0.01,0.025,-2.2194,7.67491,0.709587,35.3704,50.2564,31.1111,3.57047,6.03122,4.11359,0.352538,0.511267,0.406308,0.593749,0.715029,0.637423
"2426","jogging",0.4,0.36,0.225,0.015,0,0,0,0,0,0,0.08,0.075,0.15,0.135,0.115,0.095,0.08,0.04,0.04,0.19,0.26,0.165,0.22,0.185,0.085,0.04,0.01,0.005,0.005,0.025,-3.66402,7.66183,0.77433,31.7742,51.8421,35,4.26757,6.44705,4.2043,0.408948,0.53634,0.406601,0.63949,0.732352,0.637652
"2427","jogging",0.47,0.31,0.205,0.015,0,0,0,0,0,0,0.11,0.065,0.155,0.135,0.1,0.085,0.055,0.055,0.03,0.21,0.26,0.19,0.17,0.21,0.08,0.035,0.015,0.005,0.01,0.025,-3.94829,7.42488,0.879624,31.4516,68.5714,31.1111,4.15186,6.86108,4.37763,0.392315,0.567074,0.407734,0.626351,0.753043,0.638541
"2428","jogging",0.465,0.275,0.23,0.03,0,0,0,0,0,0,0.075,0.115,0.135,0.145,0.13,0.05,0.065,0.04,0.045,0.2,0.235,0.175,0.26,0.155,0.07,0.055,0,0.02,0.01,0.02,-4.14473,7.27132,0.816079,32.7119,49,30,4.59164,6.76727,4.36195,0.417997,0.560893,0.43181,0.646527,0.748928,0.657123
"2429","jogging",0.505,0.265,0.215,0.015,0,0,0,0,0,0,0.09,0.08,0.15,0.14,0.1,0.1,0.055,0.035,0.05,0.2,0.255,0.16,0.21,0.155,0.125,0.025,0.02,0,0.015,0.035,-4.20082,7.4755,1.28865,32.6667,45.4762,33.7931,4.26176,6.67567,4.57103,0.399442,0.554039,0.437833,0.632014,0.744338,0.661689
